55%,63%,68%,73%,76%,77%,79%,79%,81%,82%,81%,82%,82%,83%,83%,83%,84%,84%,84%,84%,84%,85%,85%,85%,85%,85%,86%,86%,86%,86%,86%,86%,87%,86%,86%,86%,87%,87%,87%,87%,87%,87%,87%,87%,87%,88%,88%,88%,88%,88%
67%,71%,74%,74%,75%,76%,78%,78%,79%,80%,80%,80%,81%,81%,81%,81%,81%,81%,81%,81%,82%,82%,82%,82%,83%,83%,83%,83%,83%,83%,83%,83%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%
70%,74%,80%,83%,85%,86%,87%,88%,88%,89%,89%,90%,90%,91%,91%,92%,92%,92%,93%,93%,93%,93%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,96%,96%
60%,63%,65%,62%,63%,63%,64%,64%,65%,65%,66%,66%,67%,67%,68%,68%,68%,68%,69%,69%,69%,69%,69%,69%,69%,69%,69%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,71%,71%,71%,71%,71%,71%
76%,80%,82%,83%,84%,85%,86%,86%,87%,88%,88%,88%,89%,89%,90%,90%,90%,90%,90%,91%,91%,91%,91%,91%,91%,91%,91%,92%,92%,92%,92%,92%,92%,92%,92%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,94%,93%,94%,94%
70%,76%,78%,79%,82%,83%,83%,84%,85%,86%,86%,86%,87%,88%,88%,88%,88%,89%,89%,89%,89%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,91%,91%,91%,91%,91%,91%
76%,78%,79%,79%,80%,79%,81%,82%,82%,82%,82%,82%,82%,82%,82%,82%,83%,82%,83%,83%,83%,83%,83%,84%,84%,84%,84%,84%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,86%,86%,86%
61%,71%,71%,70%,72%,72%,73%,74%,75%,76%,76%,78%,78%,78%,78%,79%,79%,79%,79%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,81%,81%,81%,81%,81%,82%,82%,82%,82%,82%,82%,82%,82%,82%,82%,83%,83%
69%,74%,76%,79%,80%,81%,81%,82%,83%,83%,83%,83%,83%,83%,84%,84%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,86%,86%,86%,86%,86%,86%,86%,86%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%
70%,78%,81%,83%,86%,86%,87%,88%,89%,89%,90%,90%,90%,90%,91%,91%,91%,91%,91%,91%,91%,91%,92%,92%,92%,92%,92%,92%,92%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%
74%,80%,83%,82%,83%,84%,85%,85%,86%,87%,87%,87%,88%,88%,89%,89%,89%,89%,90%,90%,90%,90%,90%,90%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%
78%,81%,81%,81%,83%,84%,85%,85%,85%,85%,86%,86%,86%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,88%,88%,88%,88%,88%,88%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,90%,90%,89%,89%,90%
84%,88%,88%,89%,89%,89%,89%,89%,89%,90%,90%,90%,90%,90%,91%,91%,91%,91%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,94%
52%,59%,63%,67%,70%,70%,71%,73%,74%,74%,74%,75%,76%,76%,76%,76%,76%,77%,77%,77%,77%,77%,77%,77%,77%,77%,78%,77%,77%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,79%
75%,78%,81%,82%,83%,84%,84%,85%,85%,85%,86%,86%,87%,88%,88%,88%,88%,88%,88%,89%,89%,89%,89%,89%,89%,90%,90%,90%,90%,90%,90%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,92%,92%,92%,92%,92%
67%,72%,76%,77%,79%,80%,82%,83%,84%,85%,86%,86%,87%,87%,88%,87%,88%,88%,88%,88%,88%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,90%,90%,90%,90%,90%,90%,90%,90%,90%,91%,91%,91%,91%,91%,91%,91%,91%,91%
58%,67%,72%,73%,74%,75%,78%,78%,79%,80%,79%,79%,80%,80%,81%,82%,82%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,85%,85%,84%,84%,84%,84%,84%,84%,85%,85%
69%,69%,67%,71%,72%,72%,73%,74%,75%,76%,77%,77%,77%,77%,77%,78%,78%,78%,78%,78%,78%,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%,80%,80%,80%,80%,80%,80%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%
65%,68%,68%,72%,74%,77%,78%,79%,79%,80%,81%,81%,81%,82%,82%,83%,83%,83%,83%,84%,84%,84%,84%,85%,85%,85%,85%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%
79%,81%,81%,83%,83%,84%,85%,84%,83%,84%,84%,85%,85%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,88%,88%,88%,88%,88%,88%,88%,88%,88%,88%,88%,88%,88%,88%,88%,88%
76%,80%,82%,84%,86%,87%,87%,88%,88%,88%,89%,89%,89%,90%,90%,90%,91%,91%,91%,91%,91%,91%,91%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,93%,93%,93%,93%,93%,93%,93%,93%
52%,55%,59%,61%,63%,64%,64%,64%,64%,65%,65%,65%,65%,66%,66%,66%,66%,66%,66%,67%,67%,67%,67%,67%,67%,67%,67%,68%,67%,68%,67%,68%,67%,68%,67%,68%,67%,67%,67%,68%,68%,68%,68%,68%,68%,68%,68%,68%,69%,69%
69%,76%,77%,78%,78%,79%,80%,80%,81%,81%,81%,81%,82%,82%,83%,84%,84%,84%,84%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%,85%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%
