76%,82%,83%,86%,86%,86%,86%,86%,86%,87%,87%,88%,87%,88%,88%,88%,88%,88%,88%,88%,88%,88%,88%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%
73%,76%,80%,82%,84%,84%,86%,86%,87%,87%,87%,88%,87%,88%,88%,88%,88%,88%,88%,89%,89%,89%,89%,89%,89%,89%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%
85%,89%,89%,90%,90%,91%,90%,91%,91%,90%,90%,91%,91%,91%,91%,91%,91%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%
66%,69%,73%,75%,75%,76%,76%,77%,78%,79%,80%,81%,81%,82%,82%,82%,82%,83%,83%,84%,84%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,86%,86%,86%,85%,85%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%
79%,83%,87%,90%,90%,91%,92%,93%,93%,94%,94%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%
82%,84%,87%,89%,90%,91%,91%,92%,92%,93%,93%,93%,93%,94%,94%,94%,94%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%
67%,69%,74%,76%,77%,79%,81%,81%,82%,82%,83%,84%,83%,84%,83%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,86%,85%,85%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%
76%,74%,75%,77%,80%,79%,79%,81%,80%,81%,81%,81%,82%,82%,83%,83%,83%,83%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,86%,85%,85%,86%
79%,84%,89%,89%,89%,90%,89%,89%,90%,91%,91%,92%,92%,92%,92%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%
80%,74%,76%,76%,78%,79%,80%,81%,81%,82%,83%,83%,83%,83%,83%,83%,83%,84%,84%,84%,84%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,86%,86%
75%,80%,83%,86%,88%,89%,89%,90%,90%,91%,91%,91%,91%,91%,91%,91%,91%,92%,92%,92%,92%,92%,92%,93%,93%,92%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%
77%,79%,83%,84%,85%,85%,86%,86%,86%,87%,87%,88%,88%,88%,88%,88%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%
84%,86%,88%,90%,90%,91%,91%,92%,92%,92%,93%,93%,93%,94%,94%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%
65%,66%,65%,67%,68%,69%,71%,72%,72%,71%,72%,73%,73%,73%,74%,74%,75%,75%,75%,75%,75%,75%,75%,75%,75%,76%,76%,76%,76%,76%,76%,76%,76%,77%,76%,76%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%
52%,58%,63%,65%,66%,68%,68%,69%,69%,70%,70%,71%,70%,71%,71%,71%,72%,72%,73%,73%,73%,73%,74%,74%,73%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,74%,75%,75%,75%,74%,74%,75%,74%,74%,74%
70%,74%,78%,79%,79%,80%,80%,81%,82%,81%,81%,81%,81%,82%,82%,83%,83%,83%,83%,83%,83%,83%,83%,83%,84%,84%,84%,84%,84%,84%,85%,85%,84%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%
75%,80%,82%,84%,85%,86%,87%,87%,87%,88%,87%,88%,88%,88%,89%,89%,88%,89%,89%,89%,89%,89%,89%,89%,89%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%
84%,87%,91%,93%,94%,94%,94%,94%,95%,95%,95%,96%,96%,96%,96%,96%,96%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%
76%,83%,85%,88%,89%,90%,91%,92%,92%,93%,93%,94%,94%,94%,95%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%
77%,81%,84%,86%,88%,90%,90%,91%,91%,91%,92%,92%,92%,92%,92%,92%,92%,93%,93%,93%,94%,93%,94%,94%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%
60%,63%,66%,69%,72%,75%,77%,77%,79%,79%,79%,79%,79%,81%,81%,80%,81%,81%,81%,81%,81%,81%,81%,81%,82%,82%,82%,82%,82%,82%,82%,82%,83%,82%,82%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%
79%,82%,86%,89%,90%,91%,91%,92%,92%,93%,93%,93%,93%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%
51%,62%,65%,68%,67%,70%,71%,73%,73%,73%,75%,75%,75%,76%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,78%,78%,78%,79%,79%,78%,78%,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%,80%,80%,80%,80%,80%
71%,73%,77%,78%,79%,79%,80%,80%,81%,81%,80%,81%,81%,81%,81%,82%,82%,82%,82%,82%,82%,82%,82%,82%,82%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%
80%,84%,86%,89%,90%,91%,92%,93%,93%,93%,94%,94%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%
81%,83%,86%,87%,87%,88%,88%,88%,89%,90%,89%,90%,90%,91%,90%,91%,90%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,91%,91%,92%,92%,92%,92%,92%,92%,92%,92%,92%
81%,84%,88%,89%,90%,90%,91%,92%,92%,93%,93%,93%,94%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,97%,97%,97%,97%,97%
81%,85%,89%,90%,90%,91%,92%,92%,93%,93%,93%,93%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%
70%,76%,75%,74%,74%,73%,74%,75%,75%,76%,76%,77%,77%,78%,79%,79%,79%,79%,79%,80%,80%,80%,80%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,82%,82%,82%,82%,82%,82%,82%,82%,82%,82%,82%,82%,82%
70%,79%,81%,82%,83%,82%,82%,82%,82%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,84%,84%,83%,84%,83%,84%,84%,84%,85%,85%,84%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%
57%,55%,56%,59%,64%,67%,69%,72%,73%,74%,74%,74%,75%,75%,75%,75%,75%,75%,75%,76%,76%,77%,77%,77%,77%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%
80%,84%,86%,89%,90%,91%,91%,92%,92%,93%,93%,93%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%
76%,77%,80%,79%,80%,82%,83%,84%,86%,86%,87%,87%,87%,87%,87%,88%,88%,88%,88%,88%,88%,88%,88%,89%,89%,89%,89%,89%,89%,90%,89%,89%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,91%,91%,91%,91%
68%,73%,77%,78%,81%,82%,83%,83%,83%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%,86%,86%,86%,86%,86%,86%,86%,86%,86%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,88%,88%,88%,88%,88%,88%,88%,88%,88%,88%
76%,82%,84%,85%,85%,84%,84%,85%,85%,85%,84%,84%,85%,85%,85%,85%,86%,85%,85%,85%,86%,86%,86%,86%,86%,86%,86%,86%,86%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%
69%,74%,78%,79%,81%,82%,81%,82%,82%,82%,82%,83%,83%,84%,84%,84%,84%,84%,85%,85%,84%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,87%,86%,87%,87%,87%,87%
73%,80%,84%,84%,86%,86%,87%,88%,88%,88%,89%,90%,90%,90%,90%,91%,91%,91%,91%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,92%,93%,93%,93%,92%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%,93%
69%,74%,77%,80%,82%,82%,82%,83%,84%,85%,86%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,88%,87%,87%,87%,87%
60%,69%,71%,75%,75%,75%,77%,77%,78%,79%,79%,79%,79%,79%,80%,81%,81%,81%,81%,81%,82%,82%,82%,82%,82%,82%,82%,82%,83%,83%,83%,83%,83%,83%,83%,83%,84%,83%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%
74%,80%,83%,86%,88%,90%,90%,90%,91%,91%,92%,92%,92%,93%,93%,93%,93%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%
69%,73%,76%,78%,78%,79%,80%,81%,81%,81%,82%,82%,82%,83%,83%,83%,83%,83%,82%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%
80%,84%,88%,90%,91%,92%,92%,93%,93%,93%,94%,94%,95%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,98%,97%
73%,75%,78%,80%,81%,82%,83%,83%,83%,83%,84%,84%,84%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,85%,86%,86%,85%,86%,86%,86%
75%,80%,81%,82%,84%,87%,88%,89%,89%,90%,90%,91%,91%,91%,91%,92%,92%,92%,92%,93%,93%,93%,93%,93%,93%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%
78%,81%,86%,87%,88%,90%,90%,91%,91%,92%,92%,93%,93%,93%,93%,94%,94%,94%,94%,94%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%
