0.100,0.010,25.000,49.180
0.100,0.010,26.000,51.140
0.100,0.010,27.000,53.140
0.100,0.010,28.000,55.140
0.100,0.010,29.000,57.140
0.100,0.010,30.000,59.140
0.100,0.010,31.000,61.140
0.100,0.010,32.000,63.140
0.100,0.010,33.000,65.140
0.100,0.010,34.000,67.140
0.100,0.010,35.000,69.140
0.100,0.010,36.000,71.140
0.100,0.010,37.000,73.100
0.100,0.010,38.000,75.100
0.100,0.010,39.000,77.080
0.100,0.010,40.000,79.080
0.100,0.010,41.000,81.080
0.100,0.010,42.000,83.080
0.100,0.010,43.000,85.060
0.100,0.010,44.000,87.040
0.100,0.010,45.000,89.040
0.100,0.010,46.000,91.040
0.100,0.010,47.000,93.040
0.100,0.010,48.000,95.020
0.100,0.010,49.000,97.020
0.100,0.100,0.000,0.000
0.100,0.100,1.000,0.020
0.100,0.100,2.000,0.400
0.100,0.100,3.000,1.240
0.100,0.100,4.000,1.720
0.100,0.100,5.000,1.920
0.100,0.100,6.000,2.160
0.100,0.100,7.000,2.480
0.100,0.100,8.000,3.460
0.100,0.100,9.000,4.020
0.100,0.100,10.000,4.700
0.100,0.100,11.000,5.220
0.100,0.100,12.000,5.260
0.100,0.100,13.000,5.280
0.100,0.100,14.000,6.080
0.100,0.100,15.000,6.320
0.100,0.100,16.000,6.480
0.100,0.100,17.000,7.020
0.100,0.100,18.000,7.300
0.100,0.100,19.000,7.420
0.100,0.100,20.000,7.800
0.100,0.100,21.000,8.800
0.100,0.100,22.000,10.220
0.100,0.100,23.000,11.540
0.100,0.100,24.000,12.080
0.100,0.100,25.000,12.240
0.100,0.100,26.000,12.720
0.100,0.100,27.000,13.060
0.100,0.100,28.000,13.200
0.100,0.100,29.000,13.200
0.100,0.100,30.000,13.240
0.100,0.100,31.000,13.600
0.100,0.100,32.000,13.640
0.100,0.100,33.000,13.760
0.100,0.100,34.000,14.080
0.100,0.100,35.000,14.240
0.100,0.100,36.000,14.660
0.100,0.100,37.000,15.920
0.100,0.100,38.000,17.820
0.100,0.100,39.000,19.700
0.100,0.100,40.000,20.900
0.100,0.100,41.000,21.140
0.100,0.100,42.000,21.180
0.100,0.100,43.000,21.440
0.100,0.100,44.000,21.920
0.100,0.100,45.000,23.140
0.100,0.100,46.000,24.860
0.100,0.100,47.000,25.820
0.100,0.100,48.000,26.340
0.100,0.100,49.000,27.360
0.100,0.200,0.000,0.000
0.100,0.200,1.000,0.540
0.100,0.200,2.000,0.660
0.100,0.200,3.000,1.020
0.100,0.200,4.000,1.420
0.100,0.200,5.000,1.740
0.100,0.200,6.000,2.200
0.100,0.200,7.000,2.540
0.100,0.200,8.000,2.880
0.100,0.200,9.000,3.080
0.100,0.200,10.000,3.200
0.100,0.200,11.000,3.320
0.100,0.200,12.000,3.520
0.100,0.200,13.000,3.760
0.100,0.200,14.000,4.160
0.100,0.200,15.000,5.540
0.100,0.200,16.000,5.940
0.100,0.200,17.000,6.420
0.100,0.200,18.000,6.500
0.100,0.200,19.000,7.060
0.100,0.200,20.000,7.780
0.100,0.200,21.000,8.120
0.100,0.200,22.000,9.100
0.100,0.200,23.000,9.720
0.100,0.200,24.000,9.960
0.100,0.200,25.000,10.620
0.100,0.200,26.000,10.800
0.100,0.200,27.000,11.680
0.100,0.200,28.000,11.760
0.100,0.200,29.000,12.640
0.100,0.200,30.000,12.720
0.100,0.200,31.000,12.840
0.100,0.200,32.000,12.960
0.100,0.200,33.000,13.100
0.100,0.200,34.000,14.460
0.100,0.200,35.000,14.740
0.100,0.200,36.000,15.020
0.100,0.200,37.000,15.080
0.100,0.200,38.000,15.740
0.100,0.200,39.000,15.740
0.100,0.200,40.000,15.920
0.100,0.200,41.000,16.280
0.100,0.200,42.000,16.320
0.100,0.200,43.000,16.400
0.100,0.200,44.000,16.480
0.100,0.200,45.000,16.540
0.100,0.200,46.000,16.900
0.100,0.200,47.000,17.300
0.100,0.200,48.000,17.500
0.100,0.200,49.000,17.780
